"param_num","sim_num","model","estimator","basis_dim","sigma_type","AIPW_estimate","HOIF_correction","ATE_estimate","true_ATE","bias","magnitude","noise","confounding"
17,4,"glm","HOIF_basis_dim1485",1485,"tr3",0.0965196688446795,-31.3581372549195,-31.2616175860748,0.125600495893383,-31.3872180819682,0,0,0
17,4,"glm","HOIF_basis_dim25",25,"nlshrink1",0.0965196688446795,-0.0319975636443897,0.0645221052002898,0.125600495893383,-0.0610783906930931,0,0,0
17,4,"glm","HOIF_basis_dim261",261,"nlshrink2",0.0965196688446795,0.604111584620468,0.700631253465147,0.125600495893383,0.575030757571764,0,0,0
17,4,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.0965196688446795,-214.785528557026,-214.689008888182,0.125600495893383,-214.814609384075,0,0,0
17,5,"glm","AIPW",NA,NA,0.0745454440062425,NA,0.0745454440062425,0.125600495893383,-0.0510550518871404,0,0,0
17,5,"glm","HOIF_basis_dim25",25,"tr1",0.0745454440062425,-0.045518606615462,0.0290268373907805,0.125600495893383,-0.0965736585026024,0,0,0
17,5,"glm","HOIF_basis_dim261",261,"tr2",0.0745454440062425,-0.135811046414661,-0.0612656024084182,0.125600495893383,-0.186866098301801,0,0,0
17,5,"glm","HOIF_basis_dim1485",1485,"tr3",0.0745454440062425,22.4987810930647,22.573326537071,0.125600495893383,22.4477260411776,0,0,0
17,5,"glm","HOIF_basis_dim25",25,"nlshrink1",0.0745454440062425,-0.0451104841658848,0.0294349598403577,0.125600495893383,-0.0961655360530252,0,0,0
17,5,"glm","HOIF_basis_dim261",261,"nlshrink2",0.0745454440062425,-29.1782652274212,-29.1037197834149,0.125600495893383,-29.2293202793083,0,0,0
17,5,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.0745454440062425,-0.152620386992467,-0.0780749429862249,0.125600495893383,-0.203675438879608,0,0,0
17,6,"glm","AIPW",NA,NA,0.106223355157363,NA,0.106223355157363,0.125600495893383,-0.0193771407360199,0,0,0
17,6,"glm","HOIF_basis_dim25",25,"tr1",0.106223355157363,-0.0333009615974163,0.0729223935599467,0.125600495893383,-0.0526781023334362,0,0,0
17,6,"glm","HOIF_basis_dim261",261,"tr2",0.106223355157363,-0.128140513600868,-0.0219171584435047,0.125600495893383,-0.147517654336888,0,0,0
17,6,"glm","HOIF_basis_dim1485",1485,"tr3",0.106223355157363,82.6006152626747,82.7068386178321,0.125600495893383,82.5812381219387,0,0,0
17,6,"glm","HOIF_basis_dim25",25,"nlshrink1",0.106223355157363,-0.033324657751481,0.072898697405882,0.125600495893383,-0.052701798487501,0,0,0
17,6,"glm","HOIF_basis_dim261",261,"nlshrink2",0.106223355157363,-125.161244876378,-125.055021521221,0.125600495893383,-125.180622017114,0,0,0
17,6,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.106223355157363,-0.153971481938651,-0.0477481267812884,0.125600495893383,-0.173348622674671,0,0,0
17,7,"glm","AIPW",NA,NA,0.0961014113268578,NA,0.0961014113268578,0.125600495893383,-0.0294990845665251,0,0,0
17,7,"glm","HOIF_basis_dim25",25,"tr1",0.0961014113268578,-0.0424193150200572,0.0536820963068006,0.125600495893383,-0.0719183995865823,0,0,0
17,7,"glm","HOIF_basis_dim261",261,"tr2",0.0961014113268578,-0.135569653890897,-0.0394682425640393,0.125600495893383,-0.165068738457422,0,0,0
17,7,"glm","HOIF_basis_dim1485",1485,"tr3",0.0961014113268578,-7.68592857441095,-7.5898271630841,0.125600495893383,-7.71542765897748,0,0,0
17,7,"glm","HOIF_basis_dim25",25,"nlshrink1",0.0961014113268578,-0.0420214604422987,0.054079950884559,0.125600495893383,-0.0715205450088238,0,0,0
17,7,"glm","HOIF_basis_dim261",261,"nlshrink2",0.0961014113268578,-0.0772421660421528,0.018859245284705,0.125600495893383,-0.106741250608678,0,0,0
17,7,"glm","HOIF_basis_dim1485",1485,"nlshrink3",0.0961014113268578,-0.128609720639142,-0.032508309312284,0.125600495893383,-0.158108805205667,0,0,0
17,8,"glm","AIPW",NA,NA,0.078257579921331,NA,0.078257579921331,0.125600495893383,-0.0473429159720519,0,0,0
17,8,"glm","HOIF_basis_dim25",25,"tr1",0.078257579921331,-0.0535401315683248,0.0247174483530061,0.125600495893383,-0.100883047540377,0,0,0
17,8,"glm","HOIF_basis_dim261",261,"tr2",0.078257579921331,-0.22872262799926,-0.150465048077929,0.125600495893383,-0.276065543971312,0,0,0
17,8,"glm","HOIF_basis_dim1485",1485,"tr3",0.078257579921331,-25.1775916118067,-25.0993340318854,0.125600495893383,-25.2249345277788,0,0,0
